essayID,random_id,condition,chars_produced_inclu_spac,chars_produced_per_min_inclu_spac,chars_produced_exclu_spac,chars_produced_per_min_exclu_spac,total_words_produced,total_words_produced_per_min,mean_word_length,median_word_length,sd_word_length,total_sents_produced,mean_chars_per_sent,median_chars_per_sent,sd_chars_per_sent,mean_words_per_sent,median_words_per_sent,sd_words_per_sent,total_paras_produced,mean_chars_per_para,median_chars_per_para,sd_chars_per_para,mean_words_per_para,median_words_per_para,sd_words_per_para,mean_sents_per_para,median_sents_per_para,sd_sents_per_para,total_process_time_secs,num_of_Pbursts,mean_length_Pbursts_secs,median_length_Pbursts_secs,sd_length_Pbursts_secs,mean_length_Pbursts_chars,median_length_Pbursts_chars,sd_length_Pbursts_chars,total_process_time_in_secs_threshold200,total_pause_time_in_secs_threshold200,total_number_of_pauses_threshold200,mean_pause_time_in_secs_threshold200,median_pause_time_in_secs_threshold200,sd_pause_time_threshold200,num_of_pause_within_words_threshold200,mean_pause_time_within_words_threshold200,median_pause_time_within_words_threshold200,sd_pause_time_within_words_threshold200,num_of_pause_before_words_threshold200,mean_pause_time_before_words_threshold200,median_pause_time_before_words_threshold200,sd_pause_time_before_words_threshold200,num_of_pause_after_words_threshold200,mean_pause_time_after_words_threshold200,median_pause_time_after_words_threshold200,sd_pause_time_after_words_threshold200,num_of_pause_between_words_threshold200,mean_pause_time_between_words_threshold200,median_pause_time_between_words_threshold200,sd_pause_time_betweenr_words_threshold200,num_of_pause_before_sents_threshold200,mean_pause_time_before_sents_threshold200,median_pause_time_before_sents_threshold200,sd_pause_time_before_sents_threshold200,num_of_pause_after_sents_threshold200,mean_pause_time_after_sents_threshold200,median_pause_time_after_sents_threshold200,sd_pause_time_after_sents_threshold200,num_of_pause_between_sents_threshold200,mean_pause_time_between_sents_threshold200,median_pause_time_between_sents_threshold200,sd_pause_time_between_sents_threshold200,num_of_pause_before_paras_threshold200,mean_pause_time_before_paras_threshold200,median_pause_time_before_paras_threshold200,sd_pause_time_before_paras_threshold200,num_of_pause_after_paras_threshold200,mean_pause_time_after_paras_threshold200,median_pause_time_after_paras_threshold200,sd_pause_time_after_paras_threshold200,num_of_pause_between_paras_threshold200,mean_pause_time_between_paras_threshold200,median_pause_time_between_paras_threshold200,sd_pause_time_between_paras_threshold200,total_process_time_in_secs_threshold2000,total_pause_time_in_secs_threshold2000,total_number_of_pauses_threshold2000,mean_pause_time_in_secs_threshold2000,median_pause_time_in_secs_threshold2000,sd_pause_time_threshold2000,num_of_pause_within_words_threshold2000,mean_pause_time_within_words_threshold2000,median_pause_time_within_words_threshold2000,sd_pause_time_within_words_threshold2000,num_of_pause_before_words_threshold2000,mean_pause_time_before_words_threshold2000,median_pause_time_before_words_threshold2000,sd_pause_time_before_words_threshold2000,num_of_pause_after_words_threshold2000,mean_pause_time_after_words_threshold2000,median_pause_time_after_words_threshold2000,sd_pause_time_after_words_threshold2000,num_of_pause_between_words_threshold2000,mean_pause_time_between_words_threshold2000,median_pause_time_between_words_threshold2000,sd_pause_time_betweenr_words_threshold2000,num_of_pause_before_sents_threshold2000,mean_pause_time_before_sents_threshold2000,median_pause_time_before_sents_threshold2000,sd_pause_time_before_sents_threshold2000,num_of_pause_after_sents_threshold2000,mean_pause_time_after_sents_threshold2000,median_pause_time_after_sents_threshold2000,sd_pause_time_after_sents_threshold2000,num_of_pause_between_sents_threshold2000,mean_pause_time_between_sents_threshold2000,median_pause_time_between_sents_threshold2000,sd_pause_time_between_sents_threshold2000,num_of_pause_before_paras_threshold2000,mean_pause_time_before_paras_threshold2000,median_pause_time_before_paras_threshold2000,sd_pause_time_before_paras_threshold2000,num_of_pause_after_paras_threshold2000,mean_pause_time_after_paras_threshold2000,median_pause_time_after_paras_threshold2000,sd_pause_time_after_paras_threshold2000,num_of_pause_between_paras_threshold2000,mean_pause_time_between_paras_threshold2000,median_pause_time_between_paras_threshold2000,sd_pause_time_between_paras_threshold2000,total_strokes,average_strokes_per_min,sd_strokes_per_min_5_intervals,sd_strokes_per_min_10_intervals,num_of_revisions,num_of_deletions,total_deletions_chars_inclu_space,total_deletions_chars_exclu_space,total_deletions_words,mean_deletion_length_chars,median_deletion_length_chars,mean_deletion_length_chars_exclu_space,median_deletion_length_chars_exclu_space,num_of_insertions,total_insertions_chars_inclu_space,total_insertions_chars_exclu_space,total_insertions_words,mean_insertion_length_chars,median_insertion_length_chars,mean_insertion_length_chars_exclu_space,median_insertion_length_chars_exclu_space,num_of_Rburst,mean_length_Rburst_sec,median_length_Rburst_sec,sd_length_Rburst_sec,mean_length_Rburst_chars,median_length_Rburst_chars,sd_length_Rburst_chars,product_process_ratio
328,9.48694E+14,transcribed,2302,110.215,1897,90.824,399,19.103,4.629,4,2.411,28,82.214,70,23.675,14.25,15.5,5.442,6,383.667,407,156.065,66.5,83.5,31.165,4.667,5.5,2.134,1253.188,40,31.329,13.278,21.982,52.318,21.5,80.074,1253,1087.383,1280,0.849,0.282,0.282,724,0.329,0.247,0.88,267,0.864,0.38,2.629,153,1.438,0.648,3.971,364,1.645,1.197,3.231,42,2.561,0.391,6.222,23,0.841,0.876,0.498,22,2.533,1.55,3.717,5,15.491,6.997,19.266,5,19.602,0.909,37.296,2,1.963,1.963,NA,1253,557.279,45,12.383,4.367,4.367,2,13.577,13.577,NA,10,8.752,4.455,10.749,16,7.91,3.537,10.127,353,10.198,3.828,11.239,5,17.62,18.027,8.167,0,NA,NA,NA,22,10.475,4.378,10.427,3,25.261,16.511,19.493,1,94.193,94.193,NA,2,3.773,3.773,NA,1898,92,33.26,48.71,31,17,7,7,0,0.412,0,0.412,0,14,9,9,0,0.643,1,0.643,1,30,25.3,12.546,31.11,61.333,31,75.487,0.990463806
329,1.45282E+14,transcribed,2614,306.526,2168,254.227,441,51.713,4.821,4,2.719,20,130.7,88.5,50.027,22.05,17,12.29,5,522.8,480,95.134,88.2,99,22.833,4,4,1.095,511.669,4,127.917,128.144,NA,653.5,527.5,360.1,511,265.249,788,0.336,0.255,0.255,486,0.277,0.237,0.126,164,0.425,0.3,0.779,36,0.368,0.27,0.257,405,0.619,0.504,0.554,16,0.722,0.278,1.226,12,0.33,0.276,0.145,14,0.801,0.507,1.014,2,0.489,0.489,NA,5,0.416,0.404,0.108,3,0.811,0.747,0.183,511,21.653,4,5.413,4.348,4.348,0,NA,NA,NA,2,6.873,6.873,NA,0,NA,NA,NA,2,6.873,6.873,NA,2,3.954,3.954,NA,0,NA,NA,NA,1,3.681,3.681,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2169,257,13.01,15.56,45,45,54,48,15,1.2,1,1.067,1,0,0,0,0,0,0,0,0,54,8.796,4.5105,13.148,39.278,23.5,57.378,0.974760994
330,6.17879E+14,transcribed,2578,39.637,2122,32.626,454,6.98,4.562,4,2.897,19,135.684,104,45.035,23.895,22,9.566,3,859.333,615,243.016,151.333,135,48.348,6.333,5,1.886,3902.407,81,48.177,9.511,258.394,31.827,13,35.393,3902,3876.59,2519,1.538,0.329,0.329,1473,0.424,0.314,0.464,463,0.944,0.458,1.384,420,6.036,0.274,115.502,415,1.196,0.705,1.512,15,3.926,0.322,9.362,15,0.794,0.408,1.036,16,3.314,0.775,8.28,2,1.426,1.426,NA,5,1.388,0.586,1.613,2,4.352,4.352,NA,3902,2777.186,82,33.868,3.105,3.105,13,3.9,2.847,2.4,45,3.927,2.952,2.831,5,477.424,2.787,946.429,410,951.179,5.51,1159.324,2,26.508,26.508,NA,1,4.461,4.461,NA,16,1041.267,5.233,1176.673,0,NA,NA,NA,1,4.515,4.515,NA,2,1188.822,1188.822,NA,2123,33,38.32,38.73,49,47,108,100,27,2.298,1,2.128,1,2,1,1,0,0.5,0.5,0.5,0.5,53,68.736,19.39,322.664,38.925,36,31.996,0.949205118
331,7.26215E+14,transcribed,2189,53.519,1821,44.522,365,8.924,4.907,4,2.801,12,182.417,108.5,106.92,30.417,22.5,21.723,1,2189,1821,NA,365,365,NA,12,12,NA,2454.093,211,11.63,6.319,4.164,10.374,7,9.894,2454,2442.088,2225,1.097,0.448,0.448,1376,0.653,0.386,1.064,365,1.788,0.952,4.368,372,1.472,0.472,4.645,337,3.185,1.719,6.6,17,1.62,1.035,2.456,9,1.883,1.297,1.333,8,3.462,2.97,1.372,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2454,1297.961,211,6.151,3.094,3.094,73,3.774,2.842,3.05,63,6.376,3.085,9.177,48,7.27,3.495,11.29,333,5.892,3.663,7.549,2,6.631,6.631,NA,3,3.543,3.905,0.978,8,4.835,4.799,1.05,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1823,45,14.32,17.1,42,42,73,61,19,1.738,1,1.452,1,0,0,0,0,0,0,0,0,44,47.545,35.8505,44.271,40.659,30,37.498,0.958048336
332,5.02686E+14,transcribed,2341,39.83,1938,32.973,391,6.653,4.824,4,2.692,23,101.783,79,43.779,17,14,9.686,5,468.2,402,46.496,78.2,79,9.495,4.6,5,1.02,3526.473,207,17.036,5.531,43.022,11.309,9,8.761,3526,3466.565,2045,1.695,0.388,0.388,1217,0.461,0.329,1.154,364,3.385,0.977,15.33,328,2.041,0.384,15.477,360,5.337,2.071,21.246,33,0.852,0.4,1.628,18,14.576,2.05,51.645,16,16.524,2.302,54.541,4,1.844,1.661,0.876,9,3.294,1.498,4.614,4,7.074,4.292,6.047,3526,2570.101,208,12.356,3.115,3.115,16,7.138,3.83,7.342,98,10.479,3.293,28.345,57,8.96,2.737,36.322,353,13.419,4.354,41.991,2,6.809,6.809,NA,10,25.354,2.416,67.374,16,18.471,3.417,54.09,1,3.19,3.19,NA,4,6.233,3.299,5.672,4,7.847,5.288,5.541,1939,34,7.33,14.12,29,26,27,24,7,1.038,1,0.923,1,3,55,44,14,18.333,19,14.667,15,33,83.091,32.052,176.533,55.333,44,69.926,0.984628523
333,9.53356E+14,transcribed,2071,13.981,1762,11.895,314,2.12,5.529,4,6.108,10,207.1,139.5,125.624,31.4,28.5,19.5,10,207.1,188,116.443,31.4,31,20.963,1,1,0.894,8887.482,268,33.162,5.294,197.482,7.586,4,9.496,8887,8864.814,2094,4.233,0.663,0.663,1289,2.119,0.567,27.73,342,8.733,0.895,125.946,308,8.613,0.67,117.336,288,19.014,1.815,182.834,2,8.972,8.972,NA,3,1.817,1.533,1.212,0,NA,NA,NA,10,9.447,3.875,16.574,7,2.852,1.056,4.158,6,6.056,3.691,6.609,8887,7525.501,274,27.465,3.004,3.004,145,13.429,3.056,81.792,46,59.174,2.729,339.105,40,61.437,2.965,320.63,288,83.49,4.413,325.794,2,8.972,8.972,NA,1,3.422,3.422,NA,0,NA,NA,NA,7,13.179,5.004,18.601,2,7.651,7.651,NA,6,7.934,6.512,5.874,1763,12,12.25,14.05,67,51,165,152,18,3.235,1,2.98,1,16,8,6,2,0.5,0.5,0.375,0,62,118.339,23.688,397.394,28.177,16,31.757,0.913064361
334,8.67749E+13,transcribed,1813,112.162,1514,93.664,300,18.56,4.943,4,2.745,13,139.462,115,56.472,23.077,19,12.282,4,453.25,288.5,196.097,75,55.5,40.019,3.25,3.5,0.829,969.849,45,21.552,17.33,NA,40.289,30,32.923,969,867.041,1186,0.731,0.425,0.425,643,0.526,0.357,0.508,241,0.629,0.47,0.501,185,1.353,0.804,3.982,270,1.771,1.265,3.371,14,1.975,0.398,2.98,7,1.114,1.266,0.327,7,4.078,1.879,3.537,1,0.479,0.479,NA,6,0.935,0.878,0.419,3,1.6,1.613,0.162,969,225.943,45,5.02,2.93,2.93,12,3.025,2.581,1.13,5,2.975,3.287,0.517,17,7.127,2.83,11.546,260,8.972,3.434,12.986,3,7.264,5.963,2.268,0,NA,NA,NA,7,10.836,3.508,15.793,0,NA,NA,NA,0,NA,NA,NA,3,2.964,3.159,0.331,1515,95,16.19,18.91,29,29,6,5,3,0.207,0,0.172,0,0,0,0,0,0,0,0,0,43,20,14.228,24.409,34.326,25,38.019,0.942919868
335,3.23987E+14,transcribed,2982,144.632,2493,120.915,487,23.62,5.002,4,3.238,13,229.385,169,131.074,37.462,38,25.518,4,745.5,573,329.232,121.75,112,63.334,3.25,3.5,0.829,1237.072,60,20.617,12.675,NA,48.097,33,48.608,1237,990.858,1297,0.763,0.394,0.394,556,0.505,0.315,0.706,259,0.482,0.334,0.561,297,1.144,0.549,1.792,432,1.407,0.896,1.663,10,3.092,0.331,4.573,10,0.938,0.884,0.554,8,3.959,1.599,4.718,3,0.516,0.36,0.225,5,3.54,1.909,3.942,3,6.213,4.69,3.995,1237,349.382,62,5.635,4.326,4.326,8,4.401,2.434,3.467,4,4.236,4.059,1.139,31,5.342,4.525,3.067,421,4.969,3.985,2.7,3,9.662,7.792,2.834,1,2.211,2.211,NA,8,8.382,5.349,6.45,0,NA,NA,NA,2,7.591,7.591,NA,3,6.337,4.69,3.875,2496,122,16.6,17.4,112,101,222,208,60,2.198,1,2.059,1,11,19,19,5,1.727,1,1.727,1,105,8.762,5.154,10.402,22.914,13,23.594,0.912897822
336,8.61842E+14,transcribed,2201,26.146,1821,21.632,369,4.383,4.805,4,2.672,11,200.091,171,69.601,33.545,39,14.544,3,733.667,389,318.964,123,77,65.054,3.667,3,2.494,5050.818,590,8.56,3.635,12.03,3.705,3,3.544,5050,5022.688,2308,2.176,1.113,1.113,1359,2.145,1.121,7.595,358,2.636,1.695,4.997,377,1.167,0.408,5.064,337,3.647,2.529,7.079,14,5.575,0.775,15.724,7,1.856,1.792,0.771,8,2.611,2.452,0.881,2,4.58,4.58,NA,4,2.126,1.476,1.656,2,7.396,7.396,NA,5050,3506.807,595,5.893,3.073,3.073,338,5.855,3.028,14.588,155,4.507,3.112,7.16,38,6.634,2.892,14.821,335,10.075,4.655,19.103,4,17.746,3.105,25.633,2,2.776,2.776,NA,8,3.561,3.208,1.248,2,4.58,4.58,NA,2,3.484,3.484,NA,2,8.568,8.568,NA,1823,22,3.5,5.55,125,10,10,8,2,1.052,1,1,1,115,121,115,18,1,1,0.8,0.5,119,34.798,22.883,39.563,14.807,11,13.609,0.934604905
337,3.05543E+14,transcribed,2600,100.416,2113,81.607,484,18.693,4.262,4,2.435,20,130,104,54.775,24.2,26,13.197,4,650,506,137.152,121,116,37.914,5,6,1.732,1553.54,72,21.576,7.113,23.317,36.111,4.5,59.287,1553,1457.675,2405,0.606,0.306,0.306,1282,0.451,0.294,1.248,456,0.554,0.333,0.921,388,0.535,0.261,1.42,424,0.797,0.562,0.741,17,1.752,0.871,3.256,17,0.902,0.773,0.481,12,1.944,1.637,0.706,2,0.805,0.805,NA,7,1.113,0.893,0.728,3,2.337,1.964,1.002,1553,446.147,72,6.196,2.725,2.725,18,5.514,2.429,8.977,12,4.574,3.382,3.515,11,5.772,2.823,6.328,414,3.842,3.095,2.116,2,8.343,8.343,NA,1,2.418,2.418,NA,12,3.862,3.871,0.792,0,NA,NA,NA,1,2.582,2.582,NA,3,5.549,3.708,2.892,2117,83,18.29,27.49,55,51,8,7,3,0.157,0,0.137,0,4,6,5,2,1.5,1.5,1.25,1.5,61,20.164,14.314,22.034,33.475,25,34.627,0.826834862
338,3.03123E+14,transcribed,1610,100.19,1309,81.459,296,18.42,4.321,4,2.15,18,89.444,49,44.447,16.444,12,10.188,5,322,367,205.931,59.2,86,45.867,3.6,5,2.653,964.168,48,20.086,10.775,19.716,33.542,19,43.451,964,916.041,1387,0.66,0.392,0.392,775,0.407,0.291,0.37,270,0.902,0.687,1.033,238,0.902,0.618,1.557,267,1.644,1.324,1.402,23,1.914,0.825,2.686,14,2.24,1.714,1.488,14,4.176,2.703,3.106,3,0.889,0.961,0.162,7,1.065,1.097,0.51,3,1.246,1.29,0.129,964,213.255,48,4.442,2.663,2.663,10,2.674,2.5,0.671,14,3.772,2.921,3.024,10,6.031,3.072,5.085,244,6.555,5.418,3.828,5,6.135,7.249,3.077,7,3.325,2.53,1.434,14,7.642,6.432,3.862,0,NA,NA,NA,0,NA,NA,NA,3,4.962,5.648,1.513,1310,83,9,10.65,24,23,2,2,0,0.087,0,0.087,0,1,1,1,0,1,1,1,1,32,27.406,18.148,28.918,39.625,26.5,40.153,0.978301302
339,9.04203E+14,transcribed,2897,272.083,2371,222.682,523,49.12,4.455,4,2.384,25,115.88,78,58.646,20.92,18,13.04,6,482.833,348.5,265.76,87.167,75.5,59.092,4.167,3,3.67,638.849,5,127.769,161.765,NA,579.4,773,332.81,638,347.947,1025,0.339,0.238,0.238,701,0.285,0.237,0.168,157,0.307,0.229,0.241,81,0.573,0.242,1.179,474,0.717,0.451,1.145,11,0.689,0.261,1.127,11,0.37,0.268,0.277,19,0.497,0.4,0.297,4,0.323,0.323,0.081,6,0.318,0.283,0.135,3,0.515,0.503,0.022,638,30.211,5,6.042,5.702,5.702,0,NA,NA,NA,0,NA,NA,NA,3,6.339,5.702,1.007,322,6.866,6.347,1.083,1,4.183,4.183,NA,0,NA,NA,NA,13,6.299,5.742,0.89,0,NA,NA,NA,0,NA,NA,NA,1,7.948,7.948,NA,2371,225,13.42,20.15,22,22,22,19,6,1,1,0.864,1,0,0,0,0,0,0,0,0,33,18.303,11.046,21.347,70.576,37,86.417,0.990344828
